order_item_id,order_id,product_id,quantity,unit_price,discount_percent
120,36,573,2,357.02,10
121,36,508,5,427.43,5
122,36,153,2,86.86,0
123,36,670,1,321.94,5
124,36,807,1,119.57,15
125,37,86,3,118.96,5
126,37,411,3,105.96,10
127,37,284,1,374.38,20
128,37,681,2,365.93,15
129,38,372,4,160.63,20
130,38,423,5,100.57,10
131,39,63,3,132.77,10
132,39,630,2,420.58,0
133,39,439,3,402.19,20
134,39,230,2,370.33,15
135,40,623,4,463.55,0
136,40,925,3,153.94,10
137,40,971,3,456.25,20
138,40,171,4,104.22,10
139,40,792,3,209.54,5
140,41,283,1,462.86,0
141,41,309,1,491.05,20
142,41,743,4,278.44,5
143,41,497,1,462.79,15
144,41,201,3,491.66,5
145,41,650,1,216.26,20
146,42,791,5,33.08,20
147,42,140,4,347.69,0
148,43,192,1,185.5,5
149,43,929,5,247.6,0
150,43,996,5,95.28,20
151,43,20,1,14.72,10
152,43,495,1,208.66,0
153,44,483,2,15.2,20
154,44,37,5,438.04,10
155,44,707,4,468.29,20
156,44,32,1,364.84,5
157,45,541,2,166.84,10
158,45,838,4,55.41,0
159,45,85,2,442.94,20
160,45,450,1,252.68,0
161,45,330,2,317.19,15
162,46,375,3,171.95,20
163,46,947,3,402.05,15
164,46,442,3,474.35,0
165,46,964,5,343.54,15
166,46,224,2,433.57,0
167,47,185,5,206.12,10
168,48,366,3,368.79,0
169,49,543,3,287.68,5
170,49,94,1,430.73,0
171,49,20,1,14.72,10
172,49,640,3,380.31,15
173,49,43,1,158.79,0
174,49,304,4,70.49,20
175,50,459,1,453.72,0
176,51,421,5,115.85,0
177,51,102,4,227.37,0
178,51,754,3,469.72,10
179,51,986,3,38.96,0
180,51,612,1,197.45,0
181,51,50,4,98.06,5
182,52,220,1,492.29,15
183,52,249,3,174.04,20
184,52,529,3,256.15,0
185,52,940,3,335.38,10
186,52,712,4,335.92,0
187,53,187,5,129.97,5
188,53,881,3,495.9,0
189,53,336,2,494.6,0
190,53,594,5,62.8,15
191,54,479,4,139.13,0
192,55,780,4,224.11,10
193,55,960,2,142.49,0
194,55,146,3,358.51,20
195,55,134,2,419.06,0
196,55,389,1,389.19,5
197,55,627,3,412.13,0
198,56,232,2,73.73,15
199,56,688,3,96.48,10
200,56,382,1,358.52,15
201,57,934,2,381.06,0
202,57,724,2,180.85,0
203,57,726,3,300.0,0
204,57,876,2,432.15,5
205,57,546,4,216.82,10
206,57,1,1,484.83,10
207,58,442,3,474.35,0
208,58,645,4,312.62,10
209,58,568,4,425.3,0
210,59,563,5,46.86,0
211,59,542,3,313.06,0
212,59,394,3,67.2,10
213,59,696,2,276.58,0
214,59,28,2,222.74,5
215,60,820,2,164.11,0
216,60,227,2,411.85,5
217,60,996,5,95.28,20
218,60,918,4,159.53,5
219,60,501,5,88.34,0
220,61,528,1,393.17,15
221,61,172,4,256.35,5
222,61,807,3,119.57,0
223,61,318,3,189.93,0
224,61,618,5,314.68,0
225,62,528,4,393.17,20
226,62,126,3,171.33,5
227,62,246,5,448.48,0
228,62,81,2,180.06,5
229,62,523,5,87.32,0
230,62,138,3,124.34,20
231,63,630,4,420.58,20
232,63,323,3,238.76,0
233,63,190,3,231.07,0
234,63,925,4,153.94,10
235,63,491,2,247.76,5
236,64,827,5,53.62,0
237,64,10,1,241.27,20
238,65,493,1,65.89,0
239,65,724,4,180.85,15
240,65,63,3,132.77,10
241,65,653,3,302.51,15
242,65,461,2,329.93,15
243,66,302,5,303.47,0
244,66,875,5,153.93,0
245,66,860,5,370.38,0
246,66,136,4,434.41,0
247,67,195,2,191.15,0
248,67,883,1,260.49,10
249,68,917,3,59.44,15
250,68,177,3,496.02,0
251,68,153,1,86.86,10
252,69,417,2,169.99,20
253,69,108,3,40.09,5
254,69,946,5,474.27,0
255,69,464,4,113.08,10
256,69,879,1,183.1,20
257,69,444,2,351.3,0
258,70,750,1,429.18,15
259,71,998,5,486.34,0
260,71,485,5,204.53,20
261,72,865,3,112.15,10
262,72,52,5,324.72,15
263,72,644,4,467.4,0
264,72,841,5,396.21,5
265,72,930,2,371.53,20
266,73,748,1,79.19,15
267,73,689,5,499.62,20
268,74,782,5,167.56,10
269,74,444,5,351.3,15
270,74,623,1,463.55,20
271,74,468,5,205.57,10
272,74,232,2,73.73,15
273,75,42,3,211.2,0
274,75,484,2,126.46,0
275,76,297,1,309.95,20
276,76,785,2,462.46,0
277,76,689,4,499.62,15
278,76,83,5,265.23,20
279,77,718,5,128.09,20
280,77,852,2,23.29,0
281,77,927,4,312.55,0
282,77,85,4,442.94,0
283,77,588,1,481.89,15
284,78,683,5,84.26,10
285,78,393,2,273.98,20
286,78,749,5,189.55,0
287,78,347,1,131.68,0
288,78,985,2,378.2,0
289,79,898,4,14.26,0
290,79,739,4,474.54,0
291,79,262,3,191.11,15
292,80,221,5,493.93,10
293,80,851,2,183.52,5
294,81,239,4,158.29,15
295,81,960,4,142.49,20
296,81,642,5,495.94,0
297,81,475,2,47.93,10
298,81,515,5,240.47,20
299,82,761,2,221.35,10
300,82,789,4,218.13,0
301,82,687,5,158.89,0
302,82,663,5,449.58,0
303,83,305,3,156.3,20
304,83,796,4,10.03,15
305,83,266,5,435.01,0
306,83,799,4,284.93,0
307,84,203,4,334.23,0
308,84,529,1,256.15,10
309,85,225,1,436.38,0
310,85,41,1,124.31,15
311,86,438,2,454.41,0
312,86,97,5,417.18,0
313,86,677,2,385.61,15
314,87,766,4,95.4,0
315,88,746,5,342.49,15
316,88,680,5,475.8,15
317,88,314,2,402.96,0
318,88,694,3,76.84,5
319,88,813,3,360.59,0
320,89,464,4,113.08,15
321,89,588,3,481.89,15
322,89,24,1,19.05,0
323,89,822,4,313.04,0
324,89,537,5,305.12,20
325,89,139,4,120.11,10
326,90,104,1,109.45,0
327,90,241,4,216.07,5
328,90,259,3,25.48,5
329,90,254,4,433.44,0
330,91,589,3,447.97,20
331,91,405,3,178.32,10
332,92,810,2,423.23,0
333,92,586,1,368.61,20
334,93,280,5,233.89,10
335,93,995,4,431.88,0
336,93,904,4,445.43,0
337,93,54,4,165.5,20
338,93,955,2,211.75,20
339,94,922,5,156.02,10
340,94,89,1,259.1,0
341,94,454,3,457.14,0
342,94,840,1,409.97,0
343,94,603,5,374.34,20
344,95,795,5,214.59,20
345,96,148,5,107.69,15
346,96,648,1,82.53,20
347,96,859,4,300.21,20
348,97,566,5,106.68,20
349,97,886,1,427.41,0
350,97,844,5,247.35,0
351,97,650,5,216.26,0
352,97,491,3,247.76,20
353,98,564,5,499.11,0
354,98,153,3,86.86,0
355,98,36,2,275.06,0
356,98,373,2,248.42,5
357,99,91,5,103.15,20
358,100,295,3,334.95,15
359,100,599,4,95.12,0
360,100,71,1,494.22,10
361,100,738,1,227.88,0
362,101,959,2,386.64,20
363,101,544,5,187.13,15
364,101,435,2,339.78,5
365,101,606,1,108.15,10
366,101,645,5,312.62,5
367,101,602,5,335.27,15
368,102,720,4,400.9,0
369,102,391,2,307.64,0
370,102,238,5,18.85,10
371,102,586,4,368.61,15
372,102,637,2,312.09,0
373,103,424,1,11.73,0
374,103,171,5,104.22,15
375,103,867,1,16.1,10
376,103,792,4,209.54,15
377,103,612,3,197.45,0
378,103,601,1,290.72,0
379,104,777,5,382.81,0
380,104,754,3,469.72,15
381,104,26,4,147.54,15
382,104,460,1,67.86,20
383,104,624,3,374.26,0
384,104,930,2,371.53,5
385,105,934,4,381.06,10
386,105,513,4,499.4,0
387,105,403,3,69.24,0
388,106,163,1,77.92,0
389,106,19,5,425.07,0
390,107,391,4,307.64,0
391,107,626,1,445.44,0
392,107,408,5,447.78,15
393,107,774,4,438.66,0
394,108,516,2,284.55,0
395,108,110,3,453.41,10
396,108,917,5,59.44,0
397,108,257,4,490.97,10
398,108,297,3,309.95,10
399,109,866,3,91.55,20
400,109,64,2,363.73,0
401,109,322,1,22.88,0
402,109,12,2,136.77,20
403,109,487,4,154.11,5
404,110,757,1,122.48,20
405,111,559,1,221.99,0
406,111,246,4,448.48,20
407,111,994,1,256.43,10
408,111,192,5,185.5,0
409,111,916,4,471.25,20
410,111,443,5,473.34,0
411,112,149,1,248.94,0
412,112,599,4,95.12,0
413,112,301,4,485.07,0
414,112,785,1,462.46,15
415,112,837,2,497.7,10
416,112,582,4,17.22,0
417,113,15,3,234.51,0
418,113,421,1,115.85,15
419,113,386,4,317.27,0
420,113,167,3,60.23,0
421,113,132,2,43.35,20
422,113,700,5,30.16,15
423,114,362,2,65.46,0
424,114,928,3,268.2,5
425,114,599,3,95.12,5
426,115,973,2,467.92,10
427,115,521,3,494.79,15
428,115,502,4,450.09,20
429,115,316,1,163.75,10
430,115,879,1,183.1,5
431,116,216,2,364.41,10
432,116,617,5,158.26,0
433,116,752,4,233.57,15
434,116,481,5,237.81,20
435,116,950,3,355.86,15
436,116,761,1,221.35,0
437,117,18,1,403.08,5
438,118,505,3,261.75,5
439,118,873,1,416.96,0
440,118,537,4,305.12,0
441,118,603,5,374.34,5
442,118,652,2,191.75,0
443,118,48,2,305.4,10
444,119,798,1,173.97,10
445,119,155,3,373.61,0
446,119,234,4,195.67,5
447,120,110,4,453.41,15
448,121,855,3,110.69,15
449,122,416,1,189.35,0
450,122,91,4,103.15,15
451,122,295,5,334.95,0
452,123,146,3,358.51,5
453,123,310,2,453.79,15
454,123,495,2,208.66,5
455,124,420,1,160.94,5
456,125,317,5,391.56,0
457,126,170,4,233.49,15
458,126,895,4,478.43,15
459,126,963,2,434.29,0
460,127,783,3,471.12,0
461,127,17,3,66.68,5
462,127,441,3,207.92,20
463,127,71,1,494.22,20
464,127,707,1,468.29,0
465,127,852,2,23.29,15
466,128,491,4,247.76,10
467,128,929,5,247.6,0
468,128,713,1,42.84,0
469,128,251,3,482.96,20
470,128,262,1,191.11,0
471,129,831,1,278.12,20
472,130,813,5,360.59,0
473,131,495,1,208.66,15
474,131,544,2,187.13,0
475,131,535,2,497.69,20
476,131,693,2,194.6,15
477,132,160,4,312.49,0
478,132,929,3,247.6,0
479,132,354,1,310.16,20
480,133,122,1,177.11,0
481,133,953,3,253.49,0
482,133,290,1,463.37,0
483,133,778,1,180.94,15
484,133,206,2,412.14,10
485,133,289,2,344.19,0
486,134,882,3,354.62,15
487,134,142,3,403.53,0
488,134,169,1,186.06,20
489,134,300,2,57.16,20
490,134,199,5,346.37,15
491,135,553,5,42.19,0
492,135,924,5,126.73,0
493,135,331,4,247.12,0
494,135,564,2,499.11,15
495,135,259,1,25.48,10
496,135,666,1,206.68,20
497,136,335,4,446.65,0
498,136,247,4,38.82,15
499,136,263,2,124.88,0
500,137,238,2,18.85,0
501,137,237,3,165.33,5
502,137,351,1,21.53,20
503,137,170,1,233.49,0
504,137,136,2,434.41,10
505,137,924,5,126.73,15
506,138,171,1,104.22,0
507,138,189,3,88.64,20
508,139,91,3,103.15,10
509,140,863,5,68.79,0
510,140,918,1,159.53,0
511,140,131,5,309.06,10
512,141,958,3,149.06,5
513,141,623,4,463.55,5
514,141,628,2,130.91,10
515,141,892,1,265.07,0
516,141,571,4,427.27,10
517,141,328,1,162.87,5
518,142,614,3,306.68,10
519,142,37,3,438.04,20
520,142,640,5,380.31,0
521,142,424,2,11.73,20
522,142,876,4,432.15,5
523,142,599,2,95.12,20
524,143,10,3,241.27,0
525,143,693,5,194.6,5
526,143,495,3,208.66,0
527,144,896,4,215.04,5
528,144,63,5,132.77,0
529,144,716,2,403.19,0
530,144,13,5,108.95,5
531,144,115,4,383.33,0
532,145,40,3,482.06,0
533,145,985,5,378.2,5
534,145,563,5,46.86,0
535,145,211,5,34.57,10
536,146,669,4,474.75,0
537,146,648,4,82.53,15
538,146,91,2,103.15,5
539,146,539,3,97.93,0
540,147,215,5,466.22,0
541,147,16,3,111.67,5
542,148,248,3,26.35,0
543,148,292,3,170.15,15
544,149,251,5,482.96,0
545,150,41,4,124.31,10
546,150,170,4,233.49,5
547,150,794,5,191.93,0
548,150,63,4,132.77,20
549,151,27,5,374.98,10
550,151,263,4,124.88,15
551,151,70,3,77.35,0
552,151,663,2,449.58,0
553,151,686,3,347.25,5
554,151,4,1,183.66,10
555,152,905,2,61.39,0
556,152,436,4,264.72,20
557,152,583,2,92.46,5
558,152,832,5,27.07,0
559,153,387,1,136.5,0
560,153,652,3,191.75,0
561,153,955,3,211.75,0
562,153,373,5,248.42,20
563,154,551,4,168.62,5
564,154,90,4,173.68,5
565,154,785,3,462.46,5
566,155,492,4,47.7,0
567,156,1,5,484.83,0
568,156,702,5,404.23,20
569,156,683,1,84.26,0
570,156,689,5,499.62,10
571,156,502,2,450.09,0
572,157,66,1,205.71,5
573,157,266,1,435.01,15
574,157,841,1,396.21,5
575,157,326,5,453.53,0
576,157,626,3,445.44,0
577,158,920,3,88.43,0
578,158,173,4,153.23,0
579,158,763,3,111.85,5
580,158,272,3,170.02,0
581,158,517,2,402.84,20
582,159,767,1,149.98,10
583,160,467,5,139.33,5
584,161,618,5,314.68,20
585,161,157,2,453.84,5
586,162,366,3,368.79,15
587,162,546,5,216.82,0
588,162,489,5,166.91,0
589,162,251,4,482.96,0
590,162,394,3,67.2,15
591,162,286,4,252.19,15
592,163,312,4,257.42,5
593,164,752,5,233.57,0
594,164,643,2,448.08,15
595,165,736,2,22.03,10
596,165,349,2,174.55,15
597,166,624,4,374.26,0
598,167,552,5,208.99,20
599,168,916,1,471.25,10
600,168,920,3,88.43,15
601,168,89,1,259.1,5
602,168,947,4,402.05,20
603,168,119,2,482.41,10
604,168,534,4,203.08,0
605,169,752,5,233.57,0
606,169,662,3,156.61,10
607,169,860,2,370.38,20
608,169,64,5,363.73,0
609,169,501,3,88.34,20
610,169,833,3,173.95,5
611,170,104,1,109.45,15
612,170,723,3,452.72,15
613,170,45,5,195.09,0
614,170,644,2,467.4,0
615,170,914,4,342.66,15
616,170,598,1,177.09,15
617,171,142,2,403.53,5
618,171,222,3,261.3,10
619,172,441,4,207.92,15
620,172,847,5,412.11,0
621,172,118,2,214.89,15
622,172,668,2,252.37,10
623,172,502,3,450.09,0
624,173,520,1,293.6,0
625,173,169,4,186.06,20
626,173,262,5,191.11,0
627,174,603,3,374.34,0
628,174,226,2,403.89,20
629,174,859,3,300.21,0
630,175,855,2,110.69,0
631,175,57,3,210.36,0
632,175,495,3,208.66,0
633,175,986,5,38.96,10
634,175,473,3,289.69,5
635,175,456,4,366.53,15
636,176,732,5,324.92,0
637,177,603,1,374.34,0
638,177,631,2,355.94,0
639,177,967,4,332.25,15
640,178,302,5,303.47,0
641,179,246,3,448.48,0
642,179,898,5,14.26,20
643,180,899,1,31.34,10
644,181,424,2,11.73,10
645,181,954,3,125.22,15
646,181,4,5,183.66,10
647,181,984,5,35.79,15
648,181,626,2,445.44,15
649,181,422,2,374.76,15
650,182,47,4,171.35,0
651,182,653,1,302.51,10
652,182,732,5,324.92,20
653,182,933,2,427.39,5
654,183,470,3,214.88,0
655,184,218,4,61.38,0
656,184,408,2,447.78,5
657,184,198,4,438.65,15
658,185,476,4,162.82,15
659,185,139,4,120.11,15
660,185,735,4,311.28,0
661,185,803,5,237.38,5
662,185,591,3,353.77,0
663,186,486,1,491.26,20
664,186,393,2,273.98,20
665,186,611,5,247.21,5
666,187,671,4,190.41,0
667,187,498,4,44.64,15
668,187,889,3,372.04,15
669,187,876,5,432.15,0
670,187,840,2,409.97,15
671,187,148,3,107.69,15
672,188,378,4,67.54,0
673,188,295,1,334.95,0
674,188,91,1,103.15,0
675,188,16,3,111.67,20
676,188,398,1,214.63,0
677,189,377,5,127.54,10
678,189,143,1,449.53,15
679,189,942,2,57.52,0
680,189,187,4,129.97,15
681,190,171,5,104.22,20
682,190,414,5,316.91,5
683,191,137,4,427.13,0
684,192,558,5,431.58,0
685,192,483,2,15.2,0
686,193,572,3,68.62,20
687,193,143,5,449.53,15
688,193,354,1,310.16,0
689,194,818,5,127.02,0
690,194,407,3,304.55,20
691,194,946,2,474.27,10
692,194,26,1,147.54,0
693,194,591,5,353.77,15
694,195,906,2,194.72,0
695,196,789,3,218.13,0
696,196,32,4,364.84,10
697,196,47,5,171.35,10
698,196,740,2,430.96,0
699,196,285,2,358.1,10
700,196,899,1,31.34,20
701,197,631,4,355.94,0
702,197,249,3,174.04,10
703,197,521,2,494.79,0
704,197,992,5,278.86,0
705,197,805,2,474.44,15
706,198,648,5,82.53,0
707,199,565,4,208.93,5
708,199,773,3,295.9,5
709,199,519,4,413.77,0
710,199,531,2,298.87,5
711,199,327,2,192.83,10
712,200,537,5,305.12,10
713,200,612,2,197.45,5
714,200,256,3,442.9,0
715,200,990,3,180.92,0
716,201,974,5,158.61,15
717,202,105,5,137.61,5
718,202,652,2,191.75,20
719,202,137,4,427.13,0
720,202,979,4,80.24,10
721,202,557,3,138.91,10
722,202,383,4,228.53,15
723,203,830,2,167.06,10
724,203,538,5,123.96,10
725,204,496,2,74.06,15
726,204,716,5,403.19,15
727,204,923,5,309.08,0
728,204,844,5,247.35,0
729,205,464,1,113.08,20
730,206,115,3,383.33,15
731,206,933,3,427.39,0
732,206,562,5,184.05,5
733,206,55,4,380.19,5
734,206,815,1,42.21,10
735,206,352,2,36.01,20
736,207,718,4,128.09,0
737,207,29,4,347.84,0
738,208,538,4,123.96,5
739,208,657,2,307.39,5
740,208,561,1,234.48,0
741,208,168,1,322.55,0
742,208,446,4,398.42,0
743,208,281,1,48.04,5
744,209,596,1,25.98,0
745,209,275,2,103.95,0
746,209,102,4,227.37,0
747,209,466,1,204.79,0
748,209,65,2,347.82,0
749,209,276,3,241.03,20
750,210,700,3,30.16,15
751,210,241,1,216.07,0
752,210,141,2,279.07,10
753,210,248,5,26.35,5
754,211,103,5,343.78,0
755,211,662,2,156.61,0
756,211,773,2,295.9,15
757,211,161,3,325.09,20
758,211,503,1,222.12,10
759,211,550,4,475.18,20
760,212,877,5,262.3,5
761,212,295,2,334.95,0
762,212,118,1,214.89,10
763,212,303,1,466.4,5
764,212,799,3,284.93,0
765,212,673,3,482.72,0
766,213,65,5,347.82,5
767,213,210,4,228.98,5
768,213,120,4,457.41,0
769,214,594,4,62.8,10
770,214,281,1,48.04,5
771,214,775,5,254.24,20
772,214,386,4,317.27,5
773,214,517,2,402.84,0
774,214,534,3,203.08,15
775,215,754,4,469.72,10
776,215,729,1,80.51,15
777,215,742,3,355.12,0
778,216,542,4,313.06,5
779,217,532,1,303.9,5
780,217,949,5,266.43,20
781,217,893,3,90.01,0
782,218,975,4,419.67,5
783,218,692,4,245.24,0
784,218,488,4,51.66,0
785,219,406,4,322.02,20
786,219,792,1,209.54,0
787,220,994,3,256.43,0
788,220,311,3,366.22,0
789,220,115,4,383.33,5
790,221,529,1,256.15,20
791,221,212,1,275.33,15
792,221,40,3,482.06,15
793,221,738,2,227.88,0
794,221,948,2,440.72,15
795,222,451,5,48.55,0
796,222,754,1,469.72,0
797,222,911,3,146.22,15
798,223,717,4,463.47,10
799,224,243,5,495.11,10
800,225,758,4,383.35,0
801,226,902,5,337.23,10
802,226,263,4,124.88,0
803,226,792,4,209.54,0
804,226,796,4,10.03,20
805,226,810,2,423.23,0
806,226,962,4,415.7,20
807,227,771,1,88.21,15
808,227,704,2,464.36,0
809,227,663,4,449.58,15
810,227,165,3,136.24,20
811,227,641,3,470.87,0
812,227,535,3,497.69,15
813,228,105,2,137.61,0
814,229,428,2,33.08,5
815,230,874,4,440.8,10
816,230,156,1,40.9,0
817,231,4,3,183.66,0
818,231,732,1,324.92,5
819,232,310,1,453.79,10
820,232,513,1,499.4,15
821,232,764,4,180.99,0
822,233,490,5,96.21,20
823,233,582,4,17.22,15
824,234,52,1,324.72,15
825,234,626,4,445.44,5
826,234,402,2,165.65,0
827,234,87,2,412.18,0
828,235,470,1,214.88,10
829,235,581,1,274.82,20
830,235,608,3,349.24,0
831,235,401,1,323.89,0
832,235,195,4,191.15,0
833,235,571,4,427.27,20
834,236,164,4,487.09,10
835,236,617,1,158.26,0
836,236,709,3,278.05,0
837,236,330,1,317.19,20
838,237,405,2,178.32,20
839,237,909,5,259.28,0
840,237,511,4,214.37,5
841,237,489,1,166.91,0
842,237,121,3,200.36,5
843,238,788,1,256.51,0
844,238,231,2,140.37,0
845,238,737,3,120.98,10
846,238,724,1,180.85,20
847,238,894,2,317.8,0
848,239,37,2,438.04,0
849,239,384,2,327.01,20
850,239,844,1,247.35,20
851,239,711,4,402.41,0
852,239,808,5,255.11,20
853,239,555,2,232.2,0
854,240,869,1,213.97,20
855,240,496,3,74.06,0
856,240,463,3,188.41,0
857,240,997,1,87.88,15
858,241,546,3,216.82,20
859,241,528,3,393.17,20
860,241,564,5,499.11,0
861,241,24,3,19.05,0
862,242,548,4,440.59,0
863,242,48,3,305.4,20
864,242,190,5,231.07,5
865,242,678,4,426.91,10
866,242,936,5,31.35,0
867,242,56,1,370.22,0
868,243,260,3,380.79,0
869,243,970,2,462.17,5
870,243,858,1,434.63,0
871,244,552,5,208.99,0
872,244,725,3,350.04,10
873,244,363,3,254.56,5
874,244,521,1,494.79,0
875,244,941,4,112.77,0
876,244,491,3,247.76,10
877,245,716,5,403.19,10
878,245,850,1,19.52,0
879,245,429,1,225.17,0
880,246,758,2,383.35,20
881,246,907,1,169.85,10
882,247,128,4,429.46,0
883,247,30,1,74.79,0
884,247,285,5,358.1,15
885,247,702,5,404.23,15
886,247,61,3,425.29,5
887,247,643,4,448.08,0
888,248,216,2,364.41,10
889,249,291,3,149.37,5
890,250,344,4,117.61,0
891,251,837,3,497.7,15
892,251,2,2,102.25,0
893,251,9,2,220.38,5
894,251,308,5,215.69,0
895,251,632,5,33.94,15
896,252,807,3,119.57,10
897,253,899,1,31.34,0
898,254,831,5,278.12,0
899,254,127,5,317.91,10
900,254,98,2,311.75,0
901,255,585,1,482.98,15
902,255,26,2,147.54,10
903,255,915,3,123.16,20
904,255,786,3,58.72,5
905,256,265,5,253.83,5
906,256,631,2,355.94,0
907,256,594,3,62.8,10
908,256,720,2,400.9,0
909,256,362,5,65.46,0
910,257,930,5,371.53,5
911,257,532,4,303.9,0
912,257,724,4,180.85,0
913,257,285,4,358.1,15
914,258,677,1,385.61,5
915,258,666,5,206.68,5
916,259,623,4,463.55,10
917,259,479,4,139.13,0
918,260,503,4,222.12,15
919,260,119,1,482.41,10
920,260,630,2,420.58,5
921,261,845,3,295.68,0
922,261,959,5,386.64,0
923,261,137,1,427.13,20
924,262,79,4,44.52,0
925,262,896,1,215.04,0
926,263,410,3,23.13,10
927,264,885,5,274.2,15
928,264,657,1,307.39,0
929,264,210,4,228.98,15
930,264,137,4,427.13,0
931,264,611,4,247.21,0
932,265,365,5,42.36,0
933,265,277,5,35.35,0
934,265,417,4,169.99,15
935,265,658,4,393.08,0
936,266,69,4,154.16,15
937,266,328,4,162.87,15
938,267,1000,1,374.53,15
939,268,428,2,33.08,5
940,268,878,2,58.07,0
941,268,116,3,444.11,10
942,268,897,1,96.09,10
943,269,359,3,315.06,0
944,269,461,3,329.93,0
945,269,626,2,445.44,5
946,270,174,3,127.2,0
947,270,439,5,402.19,0
948,270,40,4,482.06,10
949,270,817,4,70.03,10
950,271,654,2,306.69,5
951,272,645,3,312.62,20
952,273,900,3,141.24,0
953,273,931,1,89.98,10
954,273,262,1,191.11,20
955,273,326,2,453.53,5
956,273,506,5,260.51,10
957,274,551,1,168.62,0
958,274,219,5,314.62,0
959,274,815,2,42.21,10
960,274,176,5,482.39,0
961,275,854,5,295.93,0
962,275,553,4,42.19,0
963,275,49,2,61.3,10
964,276,273,4,247.19,5
965,276,697,5,177.9,15
966,277,65,5,347.82,0
967,278,343,5,39.63,5
968,278,730,2,320.5,5
969,278,717,1,463.47,20
970,278,861,1,254.03,0
971,278,384,3,327.01,10
972,279,819,2,275.96,0
973,279,346,2,418.09,0
974,279,790,4,312.49,5
975,279,851,3,183.52,0
976,279,427,4,364.85,0
977,279,198,3,438.65,0
978,280,587,2,498.15,0
979,280,680,2,475.8,10
980,280,538,2,123.96,15
981,280,534,1,203.08,0
982,281,193,5,240.9,10
983,281,463,1,188.41,10
984,281,421,3,115.85,20
985,282,940,3,335.38,0
986,282,837,5,497.7,0
987,282,367,4,466.65,0
988,282,64,5,363.73,0
989,282,631,3,355.94,5
990,283,96,5,147.61,10
991,284,144,1,384.68,5
992,284,819,2,275.96,0
993,284,534,4,203.08,20
994,285,29,5,347.84,0
995,285,695,4,113.26,15
