product_id,product_name,category,price,cost,stock_quantity,supplier_id
270,Home & Garden Product 270,Home & Garden,80.76,48.46,14,3
271,Books Product 271,Books,341.68,205.01,543,38
272,Clothing Product 272,Clothing,170.02,102.01,933,35
273,Home & Garden Product 273,Home & Garden,247.19,148.31,809,13
274,Books Product 274,Books,360.38,216.23,983,35
275,Electronics Product 275,Electronics,103.95,62.37,24,14
276,Sports Product 276,Sports,241.03,144.62,769,6
277,Clothing Product 277,Clothing,35.35,21.21,990,36
278,Books Product 278,Books,210.66,126.4,657,45
279,Home & Garden Product 279,Home & Garden,264.49,158.69,210,45
280,Electronics Product 280,Electronics,233.89,140.33,532,30
281,Books Product 281,Books,48.04,28.82,193,17
282,Electronics Product 282,Electronics,364.18,218.51,357,45
283,Electronics Product 283,Electronics,462.86,277.72,14,21
284,Electronics Product 284,Electronics,374.38,224.63,566,7
285,Clothing Product 285,Clothing,358.1,214.86,726,25
286,Electronics Product 286,Electronics,252.19,151.31,34,1
287,Electronics Product 287,Electronics,484.49,290.69,527,23
288,Home & Garden Product 288,Home & Garden,366.8,220.08,111,47
289,Clothing Product 289,Clothing,344.19,206.51,681,17
290,Books Product 290,Books,463.37,278.02,8,47
291,Books Product 291,Books,149.37,89.62,333,11
292,Home & Garden Product 292,Home & Garden,170.15,102.09,254,45
293,Books Product 293,Books,198.74,119.24,330,24
294,Sports Product 294,Sports,48.38,29.03,275,7
295,Clothing Product 295,Clothing,334.95,200.97,733,49
296,Books Product 296,Books,275.62,165.37,62,5
297,Electronics Product 297,Electronics,309.95,185.97,677,9
298,Electronics Product 298,Electronics,173.33,104.0,602,17
299,Electronics Product 299,Electronics,253.16,151.9,441,8
300,Electronics Product 300,Electronics,57.16,34.3,871,20
301,Books Product 301,Books,485.07,291.04,161,17
302,Electronics Product 302,Electronics,303.47,182.08,767,22
303,Clothing Product 303,Clothing,466.4,279.84,421,5
304,Clothing Product 304,Clothing,70.49,42.29,837,27
305,Books Product 305,Books,156.3,93.78,90,45
306,Electronics Product 306,Electronics,10.9,6.54,65,11
307,Clothing Product 307,Clothing,117.43,70.46,712,2
308,Electronics Product 308,Electronics,215.69,129.41,593,25
309,Home & Garden Product 309,Home & Garden,491.05,294.63,640,25
310,Sports Product 310,Sports,453.79,272.27,191,15
311,Books Product 311,Books,366.22,219.73,817,13
312,Sports Product 312,Sports,257.42,154.45,101,19
313,Clothing Product 313,Clothing,160.57,96.34,402,11
314,Clothing Product 314,Clothing,402.96,241.78,23,48
315,Sports Product 315,Sports,139.28,83.57,617,42
316,Electronics Product 316,Electronics,163.75,98.25,204,33
317,Books Product 317,Books,391.56,234.94,13,22
318,Books Product 318,Books,189.93,113.96,629,49
319,Home & Garden Product 319,Home & Garden,89.29,53.57,656,5
320,Sports Product 320,Sports,276.27,165.76,406,10
321,Home & Garden Product 321,Home & Garden,476.79,286.07,503,12
322,Electronics Product 322,Electronics,22.88,13.73,513,32
323,Clothing Product 323,Clothing,238.76,143.26,976,8
324,Electronics Product 324,Electronics,418.01,250.81,381,38
325,Electronics Product 325,Electronics,459.02,275.41,935,23
326,Sports Product 326,Sports,453.53,272.12,586,33
327,Electronics Product 327,Electronics,192.83,115.7,344,6
328,Books Product 328,Books,162.87,97.72,365,46
329,Home & Garden Product 329,Home & Garden,92.06,55.24,434,17
330,Clothing Product 330,Clothing,317.19,190.31,143,9
331,Electronics Product 331,Electronics,247.12,148.27,131,36
332,Home & Garden Product 332,Home & Garden,79.36,47.62,795,34
333,Sports Product 333,Sports,463.83,278.3,686,11
334,Books Product 334,Books,272.02,163.21,679,11
335,Electronics Product 335,Electronics,446.65,267.99,632,5
336,Sports Product 336,Sports,494.6,296.76,393,21
337,Electronics Product 337,Electronics,330.35,198.21,249,47
338,Home & Garden Product 338,Home & Garden,81.35,48.81,319,41
339,Home & Garden Product 339,Home & Garden,422.09,253.25,528,49
340,Electronics Product 340,Electronics,493.89,296.33,250,7
341,Home & Garden Product 341,Home & Garden,187.82,112.69,780,25
342,Clothing Product 342,Clothing,363.62,218.17,232,4
343,Clothing Product 343,Clothing,39.63,23.78,141,18
344,Electronics Product 344,Electronics,117.61,70.57,15,8
345,Electronics Product 345,Electronics,113.36,68.02,288,28
346,Home & Garden Product 346,Home & Garden,418.09,250.85,189,6
347,Home & Garden Product 347,Home & Garden,131.68,79.01,657,31
348,Books Product 348,Books,342.17,205.3,693,2
349,Home & Garden Product 349,Home & Garden,174.55,104.73,930,40
350,Clothing Product 350,Clothing,372.1,223.26,912,31
351,Sports Product 351,Sports,21.53,12.92,676,9
352,Sports Product 352,Sports,36.01,21.61,313,37
353,Sports Product 353,Sports,205.76,123.46,957,42
354,Sports Product 354,Sports,310.16,186.1,753,34
355,Sports Product 355,Sports,350.96,210.58,359,26
356,Books Product 356,Books,223.66,134.2,798,20
357,Electronics Product 357,Electronics,41.18,24.71,356,1
358,Sports Product 358,Sports,348.59,209.15,805,19
359,Books Product 359,Books,315.06,189.04,462,11
360,Sports Product 360,Sports,356.21,213.73,194,14
361,Books Product 361,Books,211.33,126.8,26,3
362,Sports Product 362,Sports,65.46,39.28,108,40
363,Home & Garden Product 363,Home & Garden,254.56,152.74,48,43
364,Home & Garden Product 364,Home & Garden,321.15,192.69,131,3
365,Electronics Product 365,Electronics,42.36,25.42,905,31
366,Electronics Product 366,Electronics,368.79,221.27,145,9
367,Home & Garden Product 367,Home & Garden,466.65,279.99,742,15
368,Clothing Product 368,Clothing,327.98,196.79,931,9
369,Clothing Product 369,Clothing,384.34,230.6,87,20
370,Clothing Product 370,Clothing,113.98,68.39,416,5
371,Sports Product 371,Sports,492.57,295.54,756,40
372,Sports Product 372,Sports,160.63,96.38,314,27
373,Books Product 373,Books,248.42,149.05,499,8
374,Electronics Product 374,Electronics,305.78,183.47,539,46
375,Books Product 375,Books,171.95,103.17,69,8
376,Electronics Product 376,Electronics,191.34,114.8,558,30
377,Clothing Product 377,Clothing,127.54,76.52,61,13
378,Sports Product 378,Sports,67.54,40.52,662,24
379,Books Product 379,Books,206.32,123.79,186,26
380,Home & Garden Product 380,Home & Garden,73.81,44.29,412,12
381,Home & Garden Product 381,Home & Garden,176.07,105.64,521,35
382,Home & Garden Product 382,Home & Garden,358.52,215.11,758,38
383,Clothing Product 383,Clothing,228.53,137.12,831,18
384,Sports Product 384,Sports,327.01,196.21,508,23
385,Electronics Product 385,Electronics,264.39,158.63,23,23
386,Sports Product 386,Sports,317.27,190.36,69,32
387,Books Product 387,Books,136.5,81.9,314,18
388,Electronics Product 388,Electronics,39.62,23.77,750,32
389,Home & Garden Product 389,Home & Garden,389.19,233.51,616,17
390,Clothing Product 390,Clothing,145.33,87.2,959,15
391,Sports Product 391,Sports,307.64,184.58,209,26
392,Sports Product 392,Sports,219.6,131.76,53,19
393,Home & Garden Product 393,Home & Garden,273.98,164.39,406,48
394,Sports Product 394,Sports,67.2,40.32,551,34
395,Electronics Product 395,Electronics,209.49,125.69,538,11
396,Sports Product 396,Sports,361.26,216.76,660,15
397,Home & Garden Product 397,Home & Garden,413.58,248.15,474,19
398,Books Product 398,Books,214.63,128.78,995,34
399,Home & Garden Product 399,Home & Garden,193.7,116.22,128,30
400,Clothing Product 400,Clothing,348.89,209.33,248,42
401,Electronics Product 401,Electronics,323.89,194.33,849,34
402,Electronics Product 402,Electronics,165.65,99.39,507,21
403,Home & Garden Product 403,Home & Garden,69.24,41.54,218,22
404,Home & Garden Product 404,Home & Garden,317.66,190.6,895,41
405,Home & Garden Product 405,Home & Garden,178.32,106.99,448,39
406,Sports Product 406,Sports,322.02,193.21,30,47
407,Sports Product 407,Sports,304.55,182.73,736,4
408,Sports Product 408,Sports,447.78,268.67,657,4
409,Home & Garden Product 409,Home & Garden,319.15,191.49,382,22
410,Clothing Product 410,Clothing,23.13,13.88,20,5
411,Sports Product 411,Sports,105.96,63.58,794,17
412,Electronics Product 412,Electronics,84.16,50.5,176,23
413,Books Product 413,Books,95.95,57.57,653,12
414,Books Product 414,Books,316.91,190.15,365,25
415,Sports Product 415,Sports,348.42,209.05,264,4
416,Home & Garden Product 416,Home & Garden,189.35,113.61,807,42
417,Clothing Product 417,Clothing,169.99,101.99,858,7
418,Sports Product 418,Sports,239.88,143.93,649,35
419,Home & Garden Product 419,Home & Garden,221.22,132.73,159,42
420,Sports Product 420,Sports,160.94,96.56,159,49
421,Home & Garden Product 421,Home & Garden,115.85,69.51,315,10
422,Books Product 422,Books,374.76,224.86,800,10
423,Electronics Product 423,Electronics,100.57,60.34,52,18
424,Electronics Product 424,Electronics,11.73,7.04,299,37
425,Sports Product 425,Sports,30.56,18.34,165,25
426,Home & Garden Product 426,Home & Garden,86.63,51.98,63,44
427,Electronics Product 427,Electronics,364.85,218.91,525,30
428,Sports Product 428,Sports,33.08,19.85,421,29
429,Clothing Product 429,Clothing,225.17,135.1,382,3
430,Electronics Product 430,Electronics,291.05,174.63,164,8
431,Books Product 431,Books,177.81,106.69,737,40
432,Clothing Product 432,Clothing,396.72,238.03,60,24
433,Electronics Product 433,Electronics,217.01,130.21,355,3
434,Sports Product 434,Sports,447.86,268.72,397,41
435,Electronics Product 435,Electronics,339.78,203.87,786,22
436,Books Product 436,Books,264.72,158.83,279,43
437,Home & Garden Product 437,Home & Garden,72.04,43.22,406,17
438,Books Product 438,Books,454.41,272.65,73,7
439,Electronics Product 439,Electronics,402.19,241.31,813,44
440,Clothing Product 440,Clothing,26.26,15.76,583,25
441,Sports Product 441,Sports,207.92,124.75,34,20
442,Electronics Product 442,Electronics,474.35,284.61,421,10
443,Clothing Product 443,Clothing,473.34,284.0,98,24
444,Electronics Product 444,Electronics,351.3,210.78,850,30
445,Home & Garden Product 445,Home & Garden,71.06,42.64,385,31
446,Books Product 446,Books,398.42,239.05,911,37
447,Sports Product 447,Sports,23.46,14.08,535,28
448,Home & Garden Product 448,Home & Garden,124.83,74.9,972,18
449,Clothing Product 449,Clothing,142.54,85.52,182,12
450,Electronics Product 450,Electronics,252.68,151.61,47,19
451,Clothing Product 451,Clothing,48.55,29.13,701,3
452,Sports Product 452,Sports,234.13,140.48,169,10
453,Books Product 453,Books,238.72,143.23,632,39
454,Home & Garden Product 454,Home & Garden,457.14,274.28,580,13
455,Sports Product 455,Sports,248.45,149.07,300,11
456,Books Product 456,Books,366.53,219.92,33,6
457,Sports Product 457,Sports,389.14,233.48,907,45
458,Sports Product 458,Sports,337.16,202.3,542,29
459,Clothing Product 459,Clothing,453.72,272.23,781,34
460,Electronics Product 460,Electronics,67.86,40.72,65,14
461,Electronics Product 461,Electronics,329.93,197.96,176,44
462,Books Product 462,Books,83.69,50.21,212,34
463,Clothing Product 463,Clothing,188.41,113.05,988,11
464,Clothing Product 464,Clothing,113.08,67.85,505,22
465,Electronics Product 465,Electronics,142.18,85.31,814,34
466,Electronics Product 466,Electronics,204.79,122.87,247,41
467,Clothing Product 467,Clothing,139.33,83.6,563,44
468,Books Product 468,Books,205.57,123.34,256,27
469,Electronics Product 469,Electronics,146.58,87.95,112,46
470,Clothing Product 470,Clothing,214.88,128.93,405,47
471,Home & Garden Product 471,Home & Garden,169.19,101.51,318,9
472,Sports Product 472,Sports,296.92,178.15,201,43
473,Books Product 473,Books,289.69,173.81,57,9
474,Electronics Product 474,Electronics,445.09,267.05,304,43
475,Sports Product 475,Sports,47.93,28.76,394,40
476,Electronics Product 476,Electronics,162.82,97.69,685,25
477,Electronics Product 477,Electronics,34.72,20.83,988,40
478,Sports Product 478,Sports,334.38,200.63,664,42
479,Home & Garden Product 479,Home & Garden,139.13,83.48,84,38
480,Electronics Product 480,Electronics,381.22,228.73,271,13
481,Sports Product 481,Sports,237.81,142.69,33,11
482,Books Product 482,Books,333.52,200.11,469,3
483,Home & Garden Product 483,Home & Garden,15.2,9.12,329,27
484,Clothing Product 484,Clothing,126.46,75.88,461,12
485,Home & Garden Product 485,Home & Garden,204.53,122.72,274,50
486,Home & Garden Product 486,Home & Garden,491.26,294.76,827,26
487,Electronics Product 487,Electronics,154.11,92.47,778,23
488,Electronics Product 488,Electronics,51.66,31.0,607,3
489,Sports Product 489,Sports,166.91,100.15,402,47
490,Clothing Product 490,Clothing,96.21,57.73,190,44
491,Sports Product 491,Sports,247.76,148.66,72,49
492,Electronics Product 492,Electronics,47.7,28.62,503,33
493,Home & Garden Product 493,Home & Garden,65.89,39.53,355,39
494,Clothing Product 494,Clothing,343.97,206.38,182,38
495,Electronics Product 495,Electronics,208.66,125.2,298,9
496,Clothing Product 496,Clothing,74.06,44.44,868,39
497,Clothing Product 497,Clothing,462.79,277.67,252,35
498,Home & Garden Product 498,Home & Garden,44.64,26.78,453,22
499,Sports Product 499,Sports,483.66,290.2,399,6
500,Sports Product 500,Sports,208.56,125.14,695,32
501,Clothing Product 501,Clothing,88.34,53.0,264,24
502,Books Product 502,Books,450.09,270.05,532,16
503,Sports Product 503,Sports,222.12,133.27,511,38
