order_id,customer_id,order_date,order_status,payment_method,shipping_cost
35,8106,2025-12-06 18:17:39,Cancelled,PayPal,6.23
36,7424,2025-09-20 18:17:39,Pending,PayPal,23.53
37,5201,2025-04-25 18:17:39,Completed,Bank Transfer,7.14
38,8683,2024-12-29 18:17:39,Cancelled,PayPal,24.27
39,8560,2025-12-07 18:17:39,Cancelled,PayPal,12.46
40,1762,2025-10-31 18:17:39,Completed,Bank Transfer,23.11
41,2601,2025-05-21 18:17:39,Pending,PayPal,6.42
42,9220,2025-11-07 18:17:39,Cancelled,Credit Card,14.28
43,2803,2025-04-16 18:17:39,Pending,Credit Card,5.41
44,139,2025-03-12 18:17:39,Cancelled,PayPal,22.37
45,6319,2025-04-03 18:17:39,Completed,Credit Card,21.03
46,9167,2025-09-01 18:17:39,Completed,PayPal,6.11
47,3341,2025-03-29 18:17:39,Completed,Bank Transfer,19.37
48,6165,2025-02-04 18:17:39,Completed,Bank Transfer,17.62
49,1067,2025-05-23 18:17:39,Completed,PayPal,10.47
50,1776,2025-11-10 18:17:39,Pending,Credit Card,19.2
51,4735,2025-02-01 18:17:39,Completed,Credit Card,13.55
52,5376,2025-09-24 18:17:39,Completed,PayPal,16.37
53,3640,2025-03-15 18:17:39,Cancelled,Bank Transfer,10.32
54,1161,2025-02-11 18:17:39,Pending,Credit Card,21.65
55,555,2025-05-03 18:17:39,Pending,Credit Card,17.38
56,1661,2025-09-23 18:17:39,Completed,PayPal,21.67
57,9684,2025-01-25 18:17:39,Cancelled,PayPal,14.52
58,3836,2025-08-27 18:17:39,Completed,Bank Transfer,7.11
59,6819,2025-10-15 18:17:39,Completed,PayPal,11.9
60,2776,2025-09-04 18:17:39,Completed,PayPal,23.53
61,1382,2025-01-18 18:17:39,Completed,PayPal,17.75
62,7251,2025-08-24 18:17:39,Completed,Credit Card,5.03
63,7569,2025-01-24 18:17:39,Completed,Bank Transfer,9.31
64,6069,2025-11-14 18:17:39,Pending,PayPal,19.87
65,1169,2025-10-01 18:17:39,Completed,PayPal,6.88
66,8629,2025-06-18 18:17:39,Completed,PayPal,5.82
67,8186,2025-01-27 18:17:39,Completed,Credit Card,5.12
68,2453,2025-03-08 18:17:39,Completed,Bank Transfer,7.33
69,6485,2025-10-09 18:17:39,Completed,Bank Transfer,5.84
70,1570,2025-01-14 18:17:39,Completed,Credit Card,20.23
71,8947,2025-01-30 18:17:39,Pending,Bank Transfer,8.92
72,4401,2025-10-24 18:17:39,Completed,Credit Card,20.66
73,7590,2025-08-07 18:17:39,Cancelled,Bank Transfer,23.02
74,1062,2025-01-16 18:17:39,Completed,PayPal,17.28
75,1301,2025-02-06 18:17:39,Pending,Credit Card,21.72
76,9153,2025-03-13 18:17:39,Completed,PayPal,7.24
77,6245,2025-05-07 18:17:39,Completed,Bank Transfer,23.74
78,8305,2025-11-15 18:17:39,Pending,Credit Card,13.65
79,2390,2025-02-20 18:17:39,Completed,PayPal,5.4
80,2555,2025-06-12 18:17:39,Completed,PayPal,20.73
81,9750,2025-07-14 18:17:39,Completed,PayPal,5.72
82,2574,2025-12-23 18:17:39,Completed,Bank Transfer,8.13
83,1371,2025-09-18 18:17:39,Completed,PayPal,21.68
84,4316,2025-11-17 18:17:39,Cancelled,Credit Card,11.63
85,7645,2025-06-21 18:17:39,Cancelled,PayPal,5.04
86,2796,2025-05-26 18:17:39,Completed,PayPal,18.02
87,2267,2025-07-29 18:17:39,Completed,Credit Card,24.3
88,2940,2025-04-22 18:17:39,Completed,Bank Transfer,14.26
89,5249,2025-05-23 18:17:39,Cancelled,PayPal,14.95
90,2048,2025-12-13 18:17:39,Completed,Credit Card,5.05
91,273,2025-07-20 18:17:39,Completed,Bank Transfer,9.13
92,2135,2025-01-03 18:17:39,Completed,Credit Card,20.56
93,6805,2025-08-14 18:17:39,Pending,Bank Transfer,20.72
94,7574,2025-05-19 18:17:39,Completed,Bank Transfer,22.69
95,2915,2025-09-14 18:17:39,Pending,Bank Transfer,5.22
96,3200,2025-11-06 18:17:39,Completed,Credit Card,23.42
97,4904,2025-11-05 18:17:39,Pending,Credit Card,5.63
98,9480,2025-07-12 18:17:39,Pending,PayPal,22.34
99,7160,2025-03-26 18:17:39,Cancelled,PayPal,5.63
100,2567,2025-12-25 18:17:39,Cancelled,PayPal,23.91
101,5110,2025-11-04 18:17:39,Cancelled,Credit Card,23.14
102,681,2025-05-07 18:17:39,Pending,Credit Card,24.68
103,4880,2025-10-27 18:17:39,Completed,PayPal,24.75
104,5255,2025-11-18 18:17:39,Cancelled,PayPal,19.66
105,6669,2025-06-21 18:17:39,Pending,PayPal,19.34
106,1934,2025-05-01 18:17:39,Pending,Credit Card,11.89
107,4173,2025-03-22 18:17:39,Pending,Bank Transfer,19.93
108,3472,2025-11-17 18:17:39,Completed,Bank Transfer,23.18
109,7607,2025-04-16 18:17:39,Completed,Credit Card,21.12
110,6187,2025-08-02 18:17:39,Completed,PayPal,20.12
111,8754,2025-11-15 18:17:39,Completed,Credit Card,14.99
112,5000,2025-10-27 18:17:39,Completed,PayPal,18.77
113,5616,2025-11-13 18:17:39,Completed,Bank Transfer,6.17
114,493,2025-01-10 18:17:39,Completed,Bank Transfer,7.0
115,4920,2025-04-25 18:17:39,Pending,PayPal,11.53
116,9232,2025-05-26 18:17:39,Completed,Credit Card,16.08
117,9063,2025-03-25 18:17:39,Completed,Credit Card,24.6
118,5008,2025-06-15 18:17:39,Completed,Credit Card,11.98
119,6836,2025-09-16 18:17:39,Completed,Credit Card,20.48
120,8583,2025-10-29 18:17:39,Pending,PayPal,20.41
121,6039,2025-05-31 18:17:39,Cancelled,Bank Transfer,7.98
122,87,2025-04-19 18:17:39,Cancelled,Bank Transfer,5.01
123,3307,2025-04-25 18:17:39,Pending,Bank Transfer,12.93
124,1278,2025-07-02 18:17:39,Pending,PayPal,24.42
125,1627,2025-06-04 18:17:39,Completed,Credit Card,23.51
126,5835,2025-09-23 18:17:39,Completed,Bank Transfer,12.61
127,2520,2025-04-14 18:17:39,Completed,PayPal,9.87
128,4479,2025-03-19 18:17:39,Cancelled,Credit Card,7.26
129,8936,2025-08-20 18:17:39,Pending,PayPal,5.78
130,1052,2025-07-07 18:17:39,Completed,Bank Transfer,13.97
131,5969,2025-01-07 18:17:39,Completed,PayPal,21.41
132,9921,2025-03-07 18:17:39,Completed,PayPal,6.29
133,9890,2025-10-08 18:17:39,Completed,Credit Card,5.61
134,9475,2025-05-11 18:17:39,Completed,Credit Card,5.3
135,2280,2025-08-19 18:17:39,Pending,Credit Card,7.77
136,232,2025-12-08 18:17:39,Pending,PayPal,12.94
137,4737,2025-03-11 18:17:39,Pending,Bank Transfer,13.26
138,3092,2025-10-06 18:17:39,Completed,Bank Transfer,15.52
139,6270,2025-04-07 18:17:39,Completed,PayPal,21.2
140,6836,2025-04-21 18:17:39,Completed,Credit Card,11.19
141,1297,2025-01-27 18:17:39,Pending,PayPal,9.57
142,9777,2025-09-10 18:17:39,Pending,Credit Card,10.53
143,4361,2025-04-01 18:17:39,Pending,Bank Transfer,22.9
144,2196,2025-10-26 18:17:39,Completed,Credit Card,20.88
145,4216,2025-07-10 18:17:39,Completed,PayPal,23.81
146,8294,2025-04-09 18:17:39,Cancelled,Bank Transfer,6.26
147,8147,2025-05-29 18:17:39,Completed,Bank Transfer,15.8
148,9750,2025-06-05 18:17:39,Completed,Credit Card,12.12
149,4660,2025-11-28 18:17:39,Pending,PayPal,9.92
150,9568,2025-05-25 18:17:39,Pending,PayPal,7.67
151,8328,2025-10-24 18:17:39,Pending,Credit Card,18.03
152,5468,2025-11-02 18:17:39,Pending,Bank Transfer,16.12
153,9661,2025-10-01 18:17:39,Completed,Credit Card,23.52
154,4715,2025-06-19 18:17:39,Completed,Bank Transfer,10.9
155,4581,2025-03-14 18:17:39,Completed,Credit Card,5.19
156,4919,2025-11-17 18:17:39,Cancelled,Bank Transfer,12.99
157,1795,2025-08-26 18:17:39,Pending,Bank Transfer,11.43
158,4584,2025-07-05 18:17:39,Completed,Bank Transfer,19.78
159,514,2025-06-22 18:17:39,Pending,Bank Transfer,17.4
160,6231,2025-07-11 18:17:39,Completed,Bank Transfer,13.62
161,2896,2025-04-16 18:17:39,Completed,Bank Transfer,11.77
162,3953,2024-12-31 18:17:39,Completed,Bank Transfer,18.43
163,2095,2025-11-27 18:17:39,Completed,Bank Transfer,12.02
164,3201,2025-10-27 18:17:39,Completed,Bank Transfer,8.67
165,6050,2025-07-19 18:17:39,Completed,PayPal,21.85
166,7988,2025-12-04 18:17:39,Completed,Credit Card,8.51
167,5879,2025-03-17 18:17:39,Completed,PayPal,15.62
168,8020,2025-01-12 18:17:39,Completed,Credit Card,25.0
169,1917,2025-01-28 18:17:39,Pending,PayPal,7.44
170,3894,2025-12-03 18:17:39,Completed,PayPal,16.14
171,6739,2025-03-09 18:17:39,Completed,Bank Transfer,17.64
172,2038,2025-06-17 18:17:39,Completed,PayPal,13.57
173,5064,2025-06-04 18:17:39,Completed,Bank Transfer,14.91
174,8973,2025-08-27 18:17:39,Completed,PayPal,23.64
175,3785,2025-06-10 18:17:39,Cancelled,Credit Card,11.97
176,8414,2025-12-10 18:17:39,Cancelled,Credit Card,23.26
177,5732,2025-05-18 18:17:39,Cancelled,Credit Card,11.62
178,2606,2025-08-31 18:17:39,Completed,Bank Transfer,13.49
179,4598,2025-04-07 18:17:39,Completed,Credit Card,13.61
180,2527,2024-12-27 18:17:39,Cancelled,Bank Transfer,7.82
181,9002,2025-07-30 18:17:39,Cancelled,Bank Transfer,19.45
182,7793,2025-10-08 18:17:39,Completed,Credit Card,18.33
183,7736,2025-08-30 18:17:39,Completed,Credit Card,11.29
184,6505,2025-11-28 18:17:39,Pending,Credit Card,5.94
185,9666,2025-08-09 18:17:39,Completed,Credit Card,21.54
186,6153,2025-11-07 18:17:39,Cancelled,Credit Card,18.68
187,2105,2025-10-02 18:17:39,Completed,Bank Transfer,12.92
188,5401,2025-10-12 18:17:39,Completed,PayPal,6.57
189,4680,2025-10-15 18:17:39,Completed,Credit Card,6.99
190,1373,2025-02-09 18:17:39,Completed,PayPal,20.14
191,8879,2025-06-07 18:17:39,Completed,Credit Card,8.4
192,2051,2025-02-15 18:17:39,Cancelled,Credit Card,12.86
193,161,2025-05-01 18:17:39,Pending,Credit Card,8.4
194,6052,2025-02-27 18:17:39,Cancelled,PayPal,22.34
195,2370,2025-10-27 18:17:39,Completed,PayPal,21.38
196,6537,2025-02-12 18:17:39,Completed,Bank Transfer,22.9
197,7213,2025-04-29 18:17:39,Cancelled,Bank Transfer,24.1
198,1287,2025-11-23 18:17:39,Completed,Bank Transfer,10.78
199,5265,2025-05-14 18:17:39,Completed,Credit Card,5.59
200,7606,2025-11-22 18:17:39,Completed,PayPal,21.3
201,7385,2025-09-03 18:17:39,Pending,PayPal,7.42
202,4809,2025-07-30 18:17:39,Completed,Credit Card,15.03
203,1591,2025-07-20 18:17:39,Completed,Credit Card,20.16
204,6012,2025-04-19 18:17:39,Completed,Bank Transfer,13.67
205,652,2025-06-15 18:17:39,Pending,Bank Transfer,12.06
206,8285,2025-07-09 18:17:39,Pending,Credit Card,14.06
207,957,2025-04-01 18:17:39,Completed,Credit Card,14.13
208,6256,2025-08-02 18:17:39,Pending,Credit Card,23.73
209,9431,2025-11-20 18:17:39,Completed,Credit Card,15.31
210,5916,2025-12-26 18:17:39,Completed,PayPal,6.64
211,775,2025-07-30 18:17:39,Cancelled,Bank Transfer,13.2
212,5672,2025-04-13 18:17:39,Completed,PayPal,20.26
213,4173,2025-09-07 18:17:39,Completed,Credit Card,17.97
214,4255,2025-01-28 18:17:39,Completed,Bank Transfer,10.44
215,4260,2025-04-06 18:17:39,Cancelled,PayPal,15.41
216,8435,2025-04-13 18:17:39,Completed,Bank Transfer,20.75
217,6354,2025-01-21 18:17:39,Completed,Credit Card,22.64
218,9047,2025-11-29 18:17:39,Completed,Credit Card,23.03
219,8000,2025-02-19 18:17:39,Pending,Bank Transfer,9.33
220,9035,2025-02-27 18:17:39,Cancelled,Credit Card,19.22
221,9531,2025-11-15 18:17:39,Completed,PayPal,6.62
222,1558,2025-09-12 18:17:39,Cancelled,Bank Transfer,21.14
223,9160,2025-02-19 18:17:39,Cancelled,Bank Transfer,14.56
224,9895,2025-03-02 18:17:39,Completed,PayPal,11.65
225,1595,2025-09-21 18:17:39,Completed,PayPal,19.74
226,7481,2025-07-30 18:17:39,Completed,Credit Card,15.23
227,8519,2025-08-04 18:17:39,Pending,Bank Transfer,21.84
228,2051,2025-03-01 18:17:39,Pending,Credit Card,11.12
229,1418,2025-06-15 18:17:39,Completed,Bank Transfer,15.37
230,3684,2025-03-23 18:17:39,Cancelled,Credit Card,23.14
231,6615,2025-08-07 18:17:39,Completed,Bank Transfer,6.61
232,8016,2025-04-08 18:17:39,Completed,Credit Card,6.67
233,7552,2025-05-24 18:17:39,Cancelled,Credit Card,7.31
234,5344,2025-03-07 18:17:39,Pending,Bank Transfer,24.0
235,2988,2025-06-21 18:17:39,Completed,Bank Transfer,9.94
236,8059,2025-07-31 18:17:39,Completed,Credit Card,6.86
237,8498,2025-03-02 18:17:39,Completed,PayPal,20.07
238,6945,2025-11-12 18:17:39,Completed,Credit Card,12.67
239,9768,2025-02-21 18:17:39,Pending,Credit Card,14.38
240,5403,2025-05-04 18:17:39,Cancelled,Bank Transfer,8.89
241,2821,2025-09-26 18:17:39,Completed,Bank Transfer,24.74
242,3199,2025-05-23 18:17:39,Completed,Credit Card,20.68
243,385,2025-04-02 18:17:39,Completed,PayPal,13.05
244,7757,2025-06-04 18:17:39,Cancelled,PayPal,21.91
245,8275,2025-08-09 18:17:39,Completed,PayPal,11.03
246,4846,2025-08-03 18:17:39,Completed,PayPal,19.18
247,8829,2025-03-09 18:17:39,Completed,Bank Transfer,21.95
248,8003,2025-04-17 18:17:39,Cancelled,Bank Transfer,18.19
249,1733,2025-03-02 18:17:39,Completed,PayPal,15.2
250,8022,2025-08-25 18:17:39,Completed,Credit Card,23.0
251,5757,2025-01-25 18:17:39,Completed,Credit Card,11.81
252,3408,2025-06-03 18:17:39,Pending,PayPal,6.08
253,6813,2025-06-10 18:17:39,Pending,Bank Transfer,16.25
254,7026,2025-12-15 18:17:39,Completed,Bank Transfer,14.81
255,4367,2025-05-26 18:17:39,Pending,PayPal,6.56
256,5046,2025-02-09 18:17:39,Completed,PayPal,19.89
257,8498,2025-12-18 18:17:39,Completed,PayPal,22.28
258,1430,2025-01-09 18:17:39,Pending,PayPal,20.53
259,2218,2025-11-04 18:17:39,Cancelled,PayPal,13.43
260,6266,2025-07-02 18:17:39,Pending,Credit Card,23.98
261,699,2025-07-30 18:17:39,Pending,Bank Transfer,5.99
262,3872,2025-11-02 18:17:39,Completed,Credit Card,24.58
263,7219,2025-12-10 18:17:39,Pending,PayPal,10.12
264,1556,2025-01-13 18:17:39,Cancelled,PayPal,9.06
265,7687,2025-02-27 18:17:39,Completed,Bank Transfer,8.72
266,901,2025-01-02 18:17:39,Completed,Bank Transfer,23.34
267,4512,2025-01-14 18:17:39,Cancelled,Bank Transfer,9.91
268,8375,2025-03-30 18:17:39,Pending,Bank Transfer,18.68
269,7957,2025-04-07 18:17:39,Completed,Credit Card,9.22
270,177,2025-08-07 18:17:39,Pending,PayPal,10.63
271,7137,2025-12-21 18:17:39,Completed,Credit Card,21.85
272,8218,2025-05-12 18:17:39,Pending,Bank Transfer,20.81
273,8166,2025-11-20 18:17:39,Cancelled,PayPal,15.52
274,8389,2025-05-31 18:17:39,Completed,Bank Transfer,17.51
275,8055,2025-11-09 18:17:39,Completed,PayPal,19.01
276,7817,2025-02-08 18:17:39,Completed,PayPal,22.48
277,1419,2025-08-18 18:17:39,Cancelled,PayPal,13.33
278,888,2025-07-07 18:17:39,Cancelled,Bank Transfer,23.16
279,2899,2025-04-21 18:17:39,Cancelled,PayPal,6.93
280,8830,2025-11-24 18:17:39,Completed,Credit Card,20.24
281,8467,2025-07-18 18:17:39,Pending,Bank Transfer,22.13
282,8881,2025-11-30 18:17:39,Cancelled,Bank Transfer,15.5
283,2394,2025-01-05 18:17:39,Completed,Credit Card,8.75
284,6313,2025-06-14 18:17:39,Completed,Bank Transfer,9.57
285,815,2025-06-07 18:17:39,Completed,PayPal,6.88
286,4466,2025-03-23 18:17:39,Completed,Bank Transfer,13.86
287,6669,2025-07-06 18:17:39,Completed,Credit Card,9.32
288,2913,2025-10-11 18:17:39,Completed,Bank Transfer,12.47
289,7164,2025-01-23 18:17:39,Completed,Bank Transfer,24.79
290,9335,2025-07-28 18:17:39,Completed,Credit Card,15.8
291,9294,2025-03-21 18:17:39,Cancelled,PayPal,6.07
292,5200,2025-04-11 18:17:39,Cancelled,PayPal,15.85
293,6528,2025-01-31 18:17:39,Completed,Bank Transfer,20.02
294,7351,2025-07-25 18:17:39,Pending,PayPal,8.05
295,3214,2025-06-16 18:17:39,Completed,Bank Transfer,11.42
296,1119,2025-05-19 18:17:39,Completed,Credit Card,11.89
297,3234,2025-12-02 18:17:39,Cancelled,Bank Transfer,8.82
298,4984,2025-10-08 18:17:39,Cancelled,Bank Transfer,19.26
299,5943,2025-05-01 18:17:39,Completed,Credit Card,22.4
300,828,2025-01-12 18:17:39,Cancelled,PayPal,16.54
301,698,2025-06-04 18:17:39,Completed,Credit Card,22.35
302,4583,2025-02-18 18:17:39,Pending,Credit Card,9.3
303,4122,2025-03-30 18:17:39,Completed,PayPal,19.46
304,3568,2025-02-04 18:17:39,Completed,PayPal,21.34
305,2443,2025-06-04 18:17:39,Completed,PayPal,22.69
306,7207,2025-02-28 18:17:39,Cancelled,Bank Transfer,22.97
307,6448,2025-03-20 18:17:39,Completed,PayPal,20.67
308,7685,2025-11-02 18:17:39,Completed,Bank Transfer,7.82
309,9990,2025-03-27 18:17:39,Completed,Credit Card,21.31
310,8111,2025-03-06 18:17:39,Pending,PayPal,15.84
311,2186,2025-02-06 18:17:39,Completed,Credit Card,23.06
312,5523,2025-01-06 18:17:39,Pending,Bank Transfer,16.35
313,3866,2025-02-06 18:17:39,Completed,Credit Card,10.48
314,990,2025-12-01 18:17:39,Completed,Bank Transfer,12.79
315,1316,2025-11-10 18:17:39,Pending,Bank Transfer,17.88
316,5227,2025-02-12 18:17:39,Cancelled,PayPal,12.84
317,7888,2025-02-12 18:17:39,Completed,PayPal,14.68
318,6949,2025-06-07 18:17:39,Cancelled,Bank Transfer,13.67
319,8314,2025-08-07 18:17:39,Completed,Credit Card,13.83
320,6096,2025-12-18 18:17:39,Pending,PayPal,6.93
321,7588,2025-02-27 18:17:39,Completed,Credit Card,16.5
322,9351,2025-04-05 18:17:39,Cancelled,Credit Card,14.85
323,7837,2024-12-27 18:17:39,Pending,Bank Transfer,5.23
324,2081,2025-03-24 18:17:39,Pending,Bank Transfer,22.24
325,2635,2025-05-17 18:17:39,Completed,PayPal,8.66
326,8287,2025-05-24 18:17:39,Completed,Credit Card,18.99
327,175,2025-04-18 18:17:39,Cancelled,Bank Transfer,14.94
328,656,2025-07-30 18:17:39,Completed,PayPal,22.96
329,5579,2025-10-11 18:17:39,Completed,Bank Transfer,16.94
330,8856,2025-07-27 18:17:39,Cancelled,Bank Transfer,19.65
331,4982,2025-10-30 18:17:39,Cancelled,PayPal,18.94
332,9867,2025-12-25 18:17:39,Completed,Bank Transfer,8.57
333,3433,2025-10-20 18:17:39,Completed,Credit Card,12.56
334,6598,2025-09-09 18:17:39,Pending,Credit Card,17.96
335,3392,2025-08-24 18:17:39,Completed,PayPal,24.4
336,8047,2025-09-25 18:17:39,Completed,PayPal,11.55
337,6333,2025-06-11 18:17:39,Completed,Credit Card,16.6
338,4271,2025-07-29 18:17:39,Completed,Credit Card,5.36
339,8279,2025-02-22 18:17:39,Completed,Credit Card,8.0
340,5670,2025-08-19 18:17:39,Completed,Credit Card,10.17
341,2264,2025-03-20 18:17:39,Pending,PayPal,11.12
342,3909,2025-12-16 18:17:39,Completed,Bank Transfer,20.21
343,9372,2025-05-19 18:17:39,Completed,PayPal,24.35
344,7267,2025-04-24 18:17:39,Completed,PayPal,20.4
345,2469,2025-11-29 18:17:39,Pending,PayPal,8.55
346,4150,2025-09-04 18:17:39,Pending,PayPal,5.05
347,9101,2025-03-14 18:17:39,Cancelled,Credit Card,14.63
348,1152,2025-01-27 18:17:39,Completed,Credit Card,10.1
349,8612,2025-09-23 18:17:39,Pending,PayPal,7.26
350,7534,2025-11-27 18:17:39,Cancelled,Credit Card,16.96
351,6376,2025-11-05 18:17:39,Pending,Bank Transfer,9.89
352,3668,2025-11-05 18:17:39,Completed,Credit Card,15.11
353,3210,2025-09-22 18:17:39,Pending,PayPal,16.08
354,3445,2025-10-05 18:17:39,Pending,Bank Transfer,16.62
355,8673,2025-03-13 18:17:39,Completed,Bank Transfer,7.46
356,7331,2025-04-13 18:17:39,Cancelled,Bank Transfer,13.67
357,8824,2025-02-17 18:17:39,Pending,PayPal,8.61
358,2328,2025-05-03 18:17:39,Completed,Credit Card,14.82
359,9883,2025-12-25 18:17:39,Cancelled,Credit Card,14.6
360,8037,2025-04-25 18:17:39,Completed,Credit Card,7.28
361,9890,2025-09-20 18:17:39,Completed,PayPal,23.84
362,4189,2025-10-28 18:17:39,Pending,Credit Card,18.34
363,3418,2025-05-24 18:17:39,Completed,Bank Transfer,23.17
364,5749,2025-01-25 18:17:39,Cancelled,PayPal,14.27
365,2528,2025-07-24 18:17:39,Pending,Credit Card,15.69
366,927,2025-08-14 18:17:39,Pending,PayPal,14.14
367,7280,2025-09-28 18:17:39,Pending,PayPal,18.41
368,3751,2025-12-21 18:17:39,Cancelled,PayPal,6.5
369,1108,2025-11-03 18:17:39,Completed,PayPal,18.04
370,7174,2025-05-11 18:17:39,Pending,Bank Transfer,23.99
371,9408,2025-10-14 18:17:39,Completed,Credit Card,5.66
372,3532,2025-12-16 18:17:39,Pending,PayPal,5.86
373,6955,2025-03-17 18:17:39,Completed,Credit Card,12.76
374,907,2025-12-25 18:17:39,Completed,Credit Card,8.03
375,9112,2025-12-16 18:17:39,Pending,PayPal,8.76
376,5738,2025-02-20 18:17:39,Cancelled,Bank Transfer,10.47
377,9924,2025-02-21 18:17:39,Cancelled,Bank Transfer,21.48
378,6447,2025-02-06 18:17:39,Completed,Credit Card,16.61
379,352,2025-07-19 18:17:39,Completed,PayPal,24.43
380,2990,2025-05-11 18:17:39,Pending,PayPal,21.97
381,9821,2025-10-04 18:17:39,Completed,PayPal,20.31
382,6501,2025-11-30 18:17:39,Cancelled,PayPal,5.69
383,7620,2025-03-08 18:17:39,Cancelled,Bank Transfer,19.14
384,3713,2025-09-13 18:17:39,Completed,Bank Transfer,20.5
385,136,2025-01-09 18:17:39,Cancelled,Bank Transfer,21.24
386,8372,2025-08-03 18:17:39,Pending,Bank Transfer,23.66
387,9314,2025-03-19 18:17:39,Completed,Bank Transfer,20.95
388,5129,2025-12-15 18:17:39,Completed,PayPal,6.3
389,4380,2025-11-07 18:17:39,Completed,PayPal,15.06
390,7655,2025-04-20 18:17:39,Completed,Bank Transfer,17.15
391,6140,2025-05-15 18:17:39,Completed,PayPal,24.03
392,5269,2025-04-26 18:17:39,Pending,PayPal,17.37
393,6419,2025-02-16 18:17:39,Completed,PayPal,14.99
394,9403,2025-11-01 18:17:39,Pending,PayPal,7.85
395,2633,2025-03-09 18:17:39,Pending,PayPal,22.41
396,6208,2025-12-07 18:17:39,Completed,PayPal,23.69
397,3883,2025-01-13 18:17:39,Completed,Credit Card,14.94
398,2226,2025-08-19 18:17:39,Completed,Bank Transfer,6.2
399,7803,2025-07-29 18:17:39,Cancelled,PayPal,20.28
400,7159,2025-12-17 18:17:39,Cancelled,Credit Card,22.13
401,635,2025-06-08 18:17:39,Completed,PayPal,12.17
402,9079,2025-07-08 18:17:39,Cancelled,Bank Transfer,5.2
403,7125,2025-09-17 18:17:39,Completed,Credit Card,20.23
404,615,2025-09-07 18:17:39,Completed,Credit Card,6.09
405,6596,2025-11-05 18:17:39,Cancelled,Bank Transfer,6.62
406,5702,2025-07-02 18:17:39,Cancelled,PayPal,23.56
407,3589,2025-10-22 18:17:39,Completed,Credit Card,22.33
408,4197,2025-06-08 18:17:39,Completed,PayPal,11.77
409,3476,2025-03-29 18:17:39,Completed,Credit Card,11.07
410,8784,2025-11-06 18:17:39,Completed,PayPal,20.34
411,3106,2025-11-10 18:17:39,Cancelled,Bank Transfer,12.47
412,1400,2025-08-12 18:17:39,Pending,Bank Transfer,16.99
413,3418,2025-01-22 18:17:39,Completed,Bank Transfer,6.58
414,7110,2025-10-21 18:17:39,Completed,Bank Transfer,23.24
415,7891,2025-01-02 18:17:39,Completed,Bank Transfer,18.19
416,7133,2025-10-29 18:17:39,Completed,Bank Transfer,6.3
417,7068,2025-04-12 18:17:39,Pending,Credit Card,18.02
418,1044,2025-03-08 18:17:39,Cancelled,PayPal,10.83
419,8233,2025-11-23 18:17:39,Completed,Credit Card,14.07
420,3126,2025-01-08 18:17:39,Pending,Bank Transfer,20.9
421,3756,2025-09-24 18:17:39,Completed,Credit Card,10.51
422,2169,2025-10-02 18:17:39,Pending,Bank Transfer,16.66
423,9510,2025-10-12 18:17:39,Pending,Credit Card,15.11
424,3844,2024-12-30 18:17:39,Completed,Bank Transfer,10.74
425,5909,2025-03-10 18:17:39,Completed,Bank Transfer,12.18
426,5250,2025-07-11 18:17:39,Completed,Bank Transfer,23.71
427,1751,2025-10-15 18:17:39,Completed,Credit Card,18.05
